Date,Open,High,Low,Close,Adj Close,Volume
2023-08-09,38.340000,38.980000,36.610001,36.880001,36.451939,10512100
2023-08-10,36.900002,37.200001,34.849998,35.049999,34.643177,9492700
2023-08-11,35.070000,35.310001,33.060001,33.400002,33.012329,9860000
2023-08-14,33.360001,33.410000,32.689999,33.040001,32.656509,5131500
2023-08-15,33.250000,33.380001,31.870001,32.480000,32.103008,5277000
2023-08-16,32.630001,32.790001,31.590000,31.590000,31.223337,8508700
2023-08-17,32.029999,32.310001,31.520000,31.830000,31.460552,4529600
2023-08-18,31.700001,31.969999,31.309999,31.750000,31.381479,4687300
2023-08-21,31.870001,32.270000,31.510000,31.590000,31.223337,2904400
2023-08-22,31.629999,32.029999,30.860001,31.770000,31.401249,4814500
2023-08-23,31.650000,31.799999,31.230000,31.610001,31.243105,4847400
2023-08-24,31.610001,31.870001,31.110001,31.469999,31.104729,3471700
2023-08-25,31.700001,31.980000,31.270000,31.680000,31.312292,4048400
2023-08-28,31.780001,32.080002,31.250000,31.320000,30.956470,4894100
2023-08-29,31.620001,32.119999,31.180000,31.860001,31.490204,3743200
2023-08-30,32.060001,32.270000,31.520000,32.200001,31.826258,3276100
2023-08-31,32.590000,33.560001,32.150002,32.919998,32.537899,6992100
2023-09-01,33.410000,33.750000,32.849998,33.200001,32.814651,3382800
2023-09-04,32.799999,33.139999,32.639999,32.849998,32.468712,2652900
2023-09-05,32.849998,33.520000,32.650002,33.220001,32.834419,6036900
2023-09-06,33.240002,33.299999,32.500000,32.580002,32.201847,4505300
2023-09-08,32.500000,32.580002,32.160000,32.310001,31.934982,2759300
2023-09-11,32.599998,32.599998,32.040001,32.349998,31.974514,5473300
2023-09-12,32.549999,33.230000,32.330002,32.910000,32.528015,3620500
2023-09-13,32.169998,32.689999,32.009998,32.200001,31.826258,7302700
2023-09-14,32.410000,32.889999,32.310001,32.889999,32.508247,4362300
2023-09-15,32.889999,33.180000,32.459999,33.130001,32.745464,5976300
2023-09-18,33.139999,33.299999,32.320000,32.560001,32.182079,5099000
2023-09-19,32.570000,32.970001,32.369999,32.590000,32.211731,4312200
2023-09-20,32.500000,32.990002,32.400002,32.520000,32.142544,4130100
2023-09-21,32.250000,32.250000,31.209999,31.430000,31.065195,8145900
2023-09-22,31.700001,31.700001,31.020000,31.120001,30.758793,3328400
2023-09-25,31.000000,31.760000,30.530001,31.510000,31.144266,6350700
2023-09-26,31.309999,31.389999,30.740000,30.870001,30.511694,3433500
2023-09-27,31.200001,31.629999,30.969999,31.420000,31.055311,4307600
2023-09-28,31.379999,31.770000,30.959999,31.129999,30.768675,4298000
2023-09-29,31.420000,32.169998,31.020000,31.580000,31.213453,5846000
2023-10-02,31.700001,31.700001,30.860001,30.959999,30.600649,3622900
2023-10-03,30.510000,30.790001,30.219999,30.350000,29.997730,4463800
2023-10-04,30.250000,30.860001,29.209999,29.459999,29.118059,6454000
2023-10-05,29.139999,29.299999,28.219999,28.540001,28.208738,8409300
2023-10-06,28.070000,28.860001,27.900000,28.450001,28.119783,5338500
2023-10-09,29.500000,30.480000,29.080000,30.160000,29.809935,10043500
2023-10-10,30.290001,30.950001,29.959999,30.820000,30.462275,7018100
2023-10-11,30.650000,31.700001,30.650000,31.309999,30.946587,4584000
2023-10-13,32.000000,33.080002,31.850000,32.310001,31.934982,9679600
2023-10-16,32.490002,32.590000,31.889999,32.240002,31.865793,3741500
2023-10-17,32.070000,32.919998,32.009998,32.919998,32.537899,4759300
2023-10-18,33.110001,33.660000,32.200001,32.639999,32.261150,7439800
2023-10-19,32.330002,32.549999,31.980000,31.980000,31.608810,10789000
2023-10-20,32.099998,32.380001,31.799999,31.879999,31.509970,5539000
2023-10-23,31.580000,32.770000,31.240000,32.099998,31.727415,5122700
2023-10-24,32.630001,33.049999,32.099998,32.810001,32.429176,4791400
2023-10-25,33.000000,33.500000,32.099998,32.340000,31.964632,5208300
2023-10-26,32.139999,32.700001,31.750000,32.560001,32.182079,2923500
2023-10-27,32.900002,33.139999,31.799999,32.090000,31.717533,3378100
2023-10-30,32.110001,32.689999,31.540001,31.629999,31.262873,3227500
2023-10-31,31.760000,32.680000,31.760000,32.439999,32.063469,3372100
2023-11-01,32.650002,33.330002,32.520000,32.639999,32.261150,4282500
2023-11-03,33.320000,33.540001,33.049999,33.279999,32.893719,3190300
2023-11-06,33.439999,33.619999,32.810001,32.820000,32.439060,3631500
2023-11-07,32.450001,33.220001,32.380001,33.070000,32.686157,3324000
2023-11-08,33.020000,33.849998,32.360001,32.610001,32.231499,6843000
2023-11-09,34.009998,34.380001,31.219999,31.370001,31.005892,15431300
2023-11-10,31.610001,32.639999,31.600000,31.809999,31.440783,4738300
2023-11-13,31.770000,31.980000,31.219999,31.500000,31.134382,3172300
2023-11-14,31.570000,32.880001,31.360001,32.529999,32.152424,6084800
2023-11-16,32.349998,32.709999,31.230000,31.690001,31.322176,5148500
2023-11-17,32.049999,33.220001,31.580000,32.599998,32.221611,6079500
2023-11-20,33.000000,33.470001,32.810001,32.950001,32.567551,3766800
2023-11-21,32.849998,33.450001,32.459999,32.860001,32.478596,3685300
2023-11-22,32.680000,32.889999,32.240002,32.500000,32.122776,5712100
2023-11-23,32.400002,32.580002,32.150002,32.380001,32.004169,2086300
2023-11-24,32.240002,32.580002,31.730000,32.099998,31.727415,3381500
2023-11-27,31.290001,31.549999,30.110001,30.730000,30.373318,11594800
2023-11-28,30.719999,30.760000,30.170000,30.340000,29.987846,5777500
2023-11-29,30.500000,30.799999,30.000000,30.000000,29.651793,5462300
2023-11-30,30.200001,30.370001,29.700001,29.980000,29.632023,4483800
2023-12-01,29.910000,29.980000,29.330000,29.400000,29.058756,6411900
2023-12-04,29.389999,29.469999,28.200001,28.299999,27.971523,9004000
2023-12-05,28.299999,28.400000,27.650000,27.879999,27.556398,10051300
2023-12-06,28.000000,28.049999,26.700001,26.910000,26.597658,8582400
2023-12-07,27.010000,27.320000,26.520000,26.930000,26.617426,6996300
2023-12-08,27.290001,27.790001,26.850000,27.379999,27.062201,7658700
2023-12-11,27.450001,27.570000,26.959999,27.400000,27.081970,6627000
2023-12-12,27.330000,27.389999,26.379999,26.600000,26.291256,8988600
2023-12-13,26.719999,26.950001,26.110001,26.690001,26.380211,8400000
2023-12-14,27.309999,27.690001,26.969999,27.490000,27.170925,14011300
2023-12-15,27.650000,27.700001,26.350000,26.350000,26.044157,11924000
2023-12-18,26.590000,27.240000,26.410000,26.680000,26.370327,4958200
2023-12-19,26.780001,27.000000,26.600000,26.799999,26.488934,3900900
2023-12-20,27.020000,27.020000,26.150000,26.320000,26.014505,6168300
2023-12-21,26.250000,26.549999,25.980000,26.400000,26.093576,3444200
2023-12-22,26.500000,26.690001,26.260000,26.420000,26.113344,3644200
2023-12-26,26.549999,26.780001,26.459999,26.469999,26.162764,4176900
2023-12-27,26.469999,26.750000,26.350000,26.430000,26.123230,2884100
2023-12-28,26.469999,26.490000,26.040001,26.280001,25.974970,3878000
2024-01-02,26.500000,26.740000,25.959999,26.010000,25.708103,4372600
2024-01-03,26.100000,26.760000,25.809999,26.350000,26.044157,5734800
2024-01-04,26.400000,26.450001,25.610001,25.820000,25.520309,4438800
2024-01-05,25.820000,26.440001,25.670000,26.150000,25.846478,3417300
2024-01-08,25.889999,27.420000,25.660000,27.370001,27.052319,13105900
2024-01-09,27.500000,28.750000,27.280001,28.520000,28.188971,10290300
2024-01-10,28.639999,28.870001,27.820000,28.400000,28.070362,4688700
2024-01-11,28.629999,29.049999,28.240000,28.580000,28.248274,7351100
2024-01-12,29.150000,29.379999,28.320000,28.709999,28.376764,5067700
2024-01-15,28.570000,29.200001,28.400000,29.040001,28.702936,3859400
2024-01-16,29.030001,29.160000,28.340000,28.430000,28.100016,5245500
2024-01-17,28.200001,28.200001,27.100000,27.299999,26.983130,5665400
2024-01-18,30.049999,31.900000,28.580000,29.379999,29.038988,28367200
2024-01-19,29.250000,29.719999,28.559999,29.549999,29.207014,7851200
2024-01-22,29.430000,29.700001,28.600000,29.150000,28.811657,4386800
2024-01-23,29.150000,29.730000,28.020000,28.530001,28.198854,5431100
2024-01-24,28.549999,29.040001,28.129999,28.360001,28.030828,4070600
2024-01-25,28.469999,28.570000,27.969999,28.350000,28.020945,4274800
